contig	length	reference	order	evidence	score	amb_region
S_ID002_T2_k141_1903	15435	NZ_CP051492.1	Enterobacterales	Transformer	0.9998170733451844	5561-6100
S_ID002_T2_k141_1929	12915	CP071170.1	Enterobacterales	Transformer	0.9989885687828064	0-144,1701-5086,5395-7021,9137-12914
S_ID002_T2_k141_1932	3805	NZ_CP072963.1	Enterobacterales	Transformer	0.9980212450027466	0-3804
S_ID002_T2_k141_1965	2653	CP071170.1	Enterobacterales	Transformer	0.9989674091339112	0-340,2505-2652
S_ID002_T2_k141_2010	7009	NZ_CP075882.1	Enterobacterales	Transformer	0.9989901185035706	0-197,6854-7008
S_ID002_T2_k141_2054	34317	NZ_KY435936.1	Enterobacterales	Transformer	0.999901533126831	0-154
S_ID002_T2_k141_2066	5754	NZ_CP079144.1	Enterobacterales	Transformer	0.957800567150116	
S_ID002_T2_k141_2131	120797	CP052389.1	Enterobacterales	Transformer	0.8033692836761475	35152-66813,66963-73552
S_ID002_T2_k141_2136	26340	NZ_MK433207.1	Enterobacterales	Transformer	0.2111114710569381	0-25785
S_ID002_T2_k141_2209	207569	NZ_CP063488.1	Enterobacterales	Transformer	0.8715426921844482	148416-156564
S_ID002_T2_k141_639	1374	NZ_CP027047.1	Enterobacterales	BLASTn	nan	0-1373
S_ID002_T2_k141_787	1536	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1535
S_ID002_T2_k141_880	1139	NZ_CP071396.1	Enterobacterales	BLASTn	nan	0-1138
S_ID002_T2_k141_1290	1208	NZ_AP022413.1	Enterobacterales	BLASTn	nan	0-1207
S_ID002_T2_k141_1625	1239	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1238
S_ID002_T2_k141_1864	1436	NZ_CP075882.1	Enterobacterales	BLASTn	nan	0-1274,1289-1435
S_ID002_T2_k141_1915	1224	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1223
S_ID002_T2_k141_5	1230	NZ_OU015947.1	Lactobacillales	Transformer	0.9999556541442872	
S_ID002_T2_k141_13	5271	NZ_CP046167.1	Lactobacillales	Transformer	0.9844750165939332	140-291
S_ID002_T2_k141_20	12992	NZ_CP040742.1	Lactobacillales	Transformer	0.9999376535415648	
S_ID002_T2_k141_21	5623	NZ_CP020485.1	Lactobacillales	Transformer	0.9998910427093506	0-155,643-1068,5480-5622
S_ID002_T2_k141_22	2816	NZ_LR135398.1	Lactobacillales	Transformer	0.9993053674697876	
S_ID002_T2_k141_58	1844	NZ_LR135221.1	Lactobacillales	Transformer	0.9986627101898192	671-676,1695-1698,1703-1790,1794-1982
S_ID002_T2_k141_79	3883	NZ_CP046076.1	Lactobacillales	Transformer	0.9964743256568908	146-3881
S_ID002_T2_k141_82	3967	NZ_OU015947.1	Lactobacillales	Transformer	0.999974489212036	3818-3966
S_ID002_T2_k141_89	8975	NZ_CP044267.1	Lactobacillales	Transformer	0.99764084815979	141-555
S_ID002_T2_k141_133	6697	NZ_CP046076.1	Lactobacillales	Transformer	0.9995777010917664	142-143,6654-6797
S_ID002_T2_k141_165	2391	NZ_LR135227.1	Lactobacillales	Transformer	0.9997687935829164	0-138,2249-2390
S_ID002_T2_k141_176	2798	NZ_OU015947.1	Lactobacillales	Transformer	0.9599753022193908	0-2797
S_ID002_T2_k141_198	1876	NZ_LR135429.1	Lactobacillales	Transformer	0.9992724061012268	0-1030
S_ID002_T2_k141_210	4169	NZ_AP022342.1	Lactobacillales	Transformer	0.999934196472168	
S_ID002_T2_k141_220	1208	NC_013317.1	Lactobacillales	Transformer	0.9848875999450684	0-923,1125-1207
S_ID002_T2_k141_222	1839	NZ_OU015349.1	Lactobacillales	Transformer	0.9937783479690552	
S_ID002_T2_k141_250	17613	NZ_CP072580.1	Lactobacillales	Transformer	0.9999569654464722	0-230,10669-11727,17462-17612
S_ID002_T2_k141_263	1178	CP064281.1	Lactobacillales	Transformer	0.9995478987693788	
S_ID002_T2_k141_273	2661	NZ_CP065525.1	Lactobacillales	Transformer	0.9999301433563232	202-2529
S_ID002_T2_k141_275	7311	NZ_LR135175.1	Lactobacillales	Transformer	0.9999593496322632	
S_ID002_T2_k141_298	18841	NZ_CP038997.1	Lactobacillales	Transformer	0.998849868774414	1252-2896,4804-8722,9729-14325
S_ID002_T2_k141_305	3959	NZ_CP047328.1	Lactobacillales	Transformer	0.9999293088912964	
S_ID002_T2_k141_313	1271	NZ_CP071959.1	Lactobacillales	Transformer	0.9808571338653564	0-1270
S_ID002_T2_k141_337	6060	NZ_LR135261.1	Lactobacillales	Transformer	0.9974902868270874	
S_ID002_T2_k141_347	14089	NZ_LR135294.1	Lactobacillales	Transformer	0.9996780157089232	0-1669
S_ID002_T2_k141_365	15647	CP019971.1	Lactobacillales	Transformer	0.99996817111969	0-138
S_ID002_T2_k141_368	1915	NZ_CP033207.1	Lactobacillales	Transformer	0.999833345413208	0-218
S_ID002_T2_k141_379	1004	NZ_OU015947.1	Lactobacillales	Transformer	0.9984814524650574	0-1003
S_ID002_T2_k141_397	2217	NZ_OU015947.1	Lactobacillales	Transformer	0.9959220886230468	0-2216
S_ID002_T2_k141_398	1291	NZ_CP071959.1	Lactobacillales	Transformer	0.9988784193992616	0-1290
S_ID002_T2_k141_401	3252	NZ_CP071959.1	Lactobacillales	Transformer	0.9961917400360109	0-1129,2157-3251
S_ID002_T2_k141_408	2604	NZ_CP046076.1	Lactobacillales	Transformer	0.9996578693389891	2184-2474
S_ID002_T2_k141_448	32367	NZ_CP059758.1	Lactobacillales	Transformer	0.9999799728393556	30845-32356
S_ID002_T2_k141_467	7880	NZ_CP059797.1	Lactobacillales	Transformer	0.4104546904563904	0-7879
S_ID002_T2_k141_488	5529	NZ_CP041263.2	Lactobacillales	Transformer	0.9999206066131592	534-1231
S_ID002_T2_k141_491	6891	NZ_CP046076.1	Lactobacillales	Transformer	0.999864101409912	
S_ID002_T2_k141_499	1526	NZ_AP022343.1	Lactobacillales	Transformer	0.9999234676361084	1227-1387
S_ID002_T2_k141_503	1793	NZ_OU015947.1	Lactobacillales	Transformer	0.3455624878406524	0-1792
S_ID002_T2_k141_525	1389	CP064281.1	Lactobacillales	Transformer	0.999948263168335	0-226
S_ID002_T2_k141_527	5019	NZ_LR135236.1	Lactobacillales	Transformer	0.999886155128479	4275-5019
S_ID002_T2_k141_531	3495	NZ_LR135245.1	Lactobacillales	Transformer	0.9998509883880616	3355-3494
S_ID002_T2_k141_550	3375	NZ_CP044267.1	Lactobacillales	Transformer	0.9755075573921204	325-380,2406-2413,2416-2424,2426-3363,3365-3373
S_ID002_T2_k141_602	1066	NZ_OU015947.1	Lactobacillales	Transformer	0.9524496793746948	0-523
S_ID002_T2_k141_603	2280	NZ_CP042838.1	Lactobacillales	Transformer	0.9632145762443542	0-1766,2207-2277
S_ID002_T2_k141_629	1466	NZ_CP071959.1	Lactobacillales	Transformer	0.9004177451133728	0-1465
S_ID002_T2_k141_662	1376	NZ_CP059749.1	Lactobacillales	Transformer	0.4881112575531006	0-439
S_ID002_T2_k141_668	4203	NZ_CP019210.1	Lactobacillales	Transformer	0.9997782111167908	
S_ID002_T2_k141_673	2482	NZ_CP038997.1	Lactobacillales	Transformer	0.9999396800994872	0-318
S_ID002_T2_k141_692	10447	NZ_CP066569.1	Lactobacillales	Transformer	0.9999117851257324	
S_ID002_T2_k141_697	5716	NZ_CP040873.1	Lactobacillales	Transformer	0.9999545812606812	139-140
S_ID002_T2_k141_719	1479	NZ_LR135234.1	Lactobacillales	Transformer	0.9981870055198668	
S_ID002_T2_k141_720	1273	NZ_LR135206.1	Lactobacillales	Transformer	0.5791441202163696	
S_ID002_T2_k141_722	2832	LR962587.1	Lactobacillales	Transformer	0.9014617204666138	541-2831
S_ID002_T2_k141_755	10821	NZ_CP059797.1	Lactobacillales	Transformer	0.7620872259140015	3525-10654
S_ID002_T2_k141_756	7085	NZ_CP025687.1	Lactobacillales	Transformer	0.9998959302902222	0-150
S_ID002_T2_k141_774	1513	NZ_CP014530.1	Lactobacillales	Transformer	0.8600318431854248	0-1512
S_ID002_T2_k141_816	9820	NZ_CP045013.1	Lactobacillales	Transformer	0.999931812286377	
S_ID002_T2_k141_825	4776	NZ_CP042840.1	Lactobacillales	Transformer	0.7528919577598572	4635-4775
S_ID002_T2_k141_830	6791	NZ_LR135236.1	Lactobacillales	Transformer	0.977145791053772	0-6651
S_ID002_T2_k141_833	1114	NZ_CP039730.1	Lactobacillales	Transformer	0.9994131326675416	
S_ID002_T2_k141_861	15487	CP012385.1	Lactobacillales	Transformer	0.9996498823165894	
S_ID002_T2_k141_863	1042	NZ_OU015947.1	Lactobacillales	Transformer	0.9892153143882751	0-1041
S_ID002_T2_k141_895	1661	NZ_CP078095.1	Lactobacillales	Transformer	0.9651896357536316	0-1660
S_ID002_T2_k141_903	1870	NZ_OU015947.1	Lactobacillales	Transformer	0.4165300130844116	0-1869
S_ID002_T2_k141_920	4433	NZ_CP059797.1	Lactobacillales	Transformer	0.6675683856010437	0-4442
S_ID002_T2_k141_955	1804	NZ_CP033210.1	Lactobacillales	Transformer	0.9974850416183472	
S_ID002_T2_k141_995	4371	NZ_OU015947.1	Lactobacillales	Transformer	0.9473437070846558	0-4370
S_ID002_T2_k141_1036	2937	NZ_CP065930.1	Lactobacillales	Transformer	0.1652702093124389	137-2797
S_ID002_T2_k141_1041	1248	NZ_CP046076.1	Lactobacillales	Transformer	0.995089590549469	
S_ID002_T2_k141_1091	1065	NZ_CP065774.1	Lactobacillales	Transformer	0.9924646615982056	0-1064
S_ID002_T2_k141_1098	1078	NZ_CP065755.1	Lactobacillales	Transformer	0.999842643737793	0-719,741-1077
S_ID002_T2_k141_1114	8925	NZ_CP046076.1	Lactobacillales	Transformer	0.9999063014984132	77-120,124-136,138-139,8180-8268,8274-8275,8277-8279,8313-8324,8335-8346,8350-8367,8371-8382,8386-8397,8401-8416,8421-8426,8429-8431,8434-8437,8440-8441,8444-8448,8450-8451,8454-8458,8460-8461,8464-8467,8470-8471,8474-8478,8480-8481,8485-8488,8490-8491,8494-8498,8500-8508,8511-8517,8526-8529,8537-8540,8543-8545,8558-9290
S_ID002_T2_k141_1168	2735	NZ_MT022086.1	Lactobacillales	Transformer	0.9999101161956788	
S_ID002_T2_k141_1177	5668	NC_017963.1	Lactobacillales	Transformer	0.9999403953552246	
S_ID002_T2_k141_1239	21962	NZ_CP064426.1	Lactobacillales	Transformer	0.9999829530715942	4477-5200
S_ID002_T2_k141_1256	3836	NZ_CP046076.1	Lactobacillales	Transformer	0.9998056292533876	0-693,2246-3835
S_ID002_T2_k141_1277	1508	NZ_CP071959.1	Lactobacillales	Transformer	0.9999514818191528	0-236,1361-1507
S_ID002_T2_k141_1283	6713	NZ_LR135236.1	Lactobacillales	Transformer	0.9997642636299132	6569-6712
S_ID002_T2_k141_1314	2002	NZ_CP042835.1	Lactobacillales	Transformer	0.9052749276161194	311-607
S_ID002_T2_k141_1346	1247	NZ_CP059741.1	Lactobacillales	Transformer	0.9526589512825012	
S_ID002_T2_k141_1364	1458	NZ_CP039730.1	Lactobacillales	Transformer	0.999241828918457	
S_ID002_T2_k141_1374	3523	NZ_CP071959.1	Lactobacillales	Transformer	0.9998986721038818	3302-3306
S_ID002_T2_k141_1403	1499	NZ_CP065755.1	Lactobacillales	Transformer	0.9998377561569214	
S_ID002_T2_k141_1440	3494	NZ_CP014534.1	Lactobacillales	Transformer	0.999902606010437	826-2512
S_ID002_T2_k141_1474	4401	NZ_LR135231.1	Lactobacillales	Transformer	0.9999083280563354	
S_ID002_T2_k141_1493	6566	NZ_CP011283.1	Lactobacillales	Transformer	0.999686360359192	
S_ID002_T2_k141_1498	1106	NZ_CP042838.1	Lactobacillales	Transformer	0.66993248462677	3-1101
S_ID002_T2_k141_1523	3079	NZ_MT022086.1	Lactobacillales	Transformer	0.5935152769088745	0-400
S_ID002_T2_k141_1536	7574	NZ_CP059797.1	Lactobacillales	Transformer	0.0301731880754232	2-7433
S_ID002_T2_k141_1543	1845	NZ_CP064407.1	Lactobacillales	Transformer	0.9983229041099548	455-463,1284-1845
S_ID002_T2_k141_1722	1362	NZ_CP046076.1	Lactobacillales	Transformer	0.9319671392440796	0-363,875-1361
S_ID002_T2_k141_1729	5715	NZ_CP046076.1	Lactobacillales	Transformer	0.9995238780975342	0-150,3019-5730
S_ID002_T2_k141_1748	1776	NZ_CP059750.1	Lactobacillales	Transformer	0.7325781583786011	127-1201
S_ID002_T2_k141_1755	5748	NZ_CP071959.1	Lactobacillales	Transformer	0.9998146891593932	6-8,26-93,5633-5639,5643-5662,5722-5757
S_ID002_T2_k141_1768	3294	CP019971.1	Lactobacillales	Transformer	0.9999403953552246	0-148,3132-3293
S_ID002_T2_k141_1774	1442	NZ_CP059758.1	Lactobacillales	Transformer	0.9983579516410828	55-1462
S_ID002_T2_k141_1786	1846	NZ_CP019990.1	Lactobacillales	Transformer	0.9992007613182068	0-145
S_ID002_T2_k141_1810	1541	NZ_CP019210.1	Lactobacillales	Transformer	0.9643257260322572	
S_ID002_T2_k141_1827	1105	NZ_CP072883.1	Lactobacillales	Transformer	0.0174537748098373	0-1010
S_ID002_T2_k141_1838	1530	NZ_CP046076.1	Lactobacillales	Transformer	0.9997405409812928	0-140,1389-1529
S_ID002_T2_k141_1842	1801	NZ_MT022086.1	Lactobacillales	Transformer	0.9892767667770386	0-140,1274-1661
S_ID002_T2_k141_1862	1228	NZ_OU015947.1	Lactobacillales	Transformer	0.9575835466384888	0-1227
S_ID002_T2_k141_1877	1343	NZ_CP039730.1	Lactobacillales	Transformer	0.9998416900634766	
S_ID002_T2_k141_1884	28968	NZ_CP039730.1	Lactobacillales	Transformer	0.9999831914901732	
S_ID002_T2_k141_1899	4802	NZ_CP071959.1	Lactobacillales	Transformer	0.9997404217720032	2792-3676,4142-4801
S_ID002_T2_k141_1913	4700	NZ_CP071959.1	Lactobacillales	Transformer	0.9978502988815308	0-3636,3646-4699
S_ID002_T2_k141_1921	4182	NZ_CP046076.1	Lactobacillales	Transformer	0.9999160766601562	0-227
S_ID002_T2_k141_1928	10897	NZ_CP071959.1	Lactobacillales	Transformer	0.9995013475418092	0-140,263-765,1311-10896
S_ID002_T2_k141_1944	1342	NZ_CP071959.1	Lactobacillales	Transformer	0.999445140361786	1171-1341
S_ID002_T2_k141_1959	1076	NZ_CP068116.1	Lactobacillales	Transformer	0.8043890595436096	
S_ID002_T2_k141_1987	2553	NZ_OU015947.1	Lactobacillales	Transformer	0.9997944235801696	0-173,2407-2552
S_ID002_T2_k141_1991	3105	CP019971.1	Lactobacillales	Transformer	0.9995799660682678	2962-3104
S_ID002_T2_k141_2013	5004	NZ_CP046076.1	Lactobacillales	Transformer	0.9998502731323242	0-143,157-3658,4863-5003
S_ID002_T2_k141_2016	1628	NZ_CP027502.1	Lactobacillales	Transformer	0.998927652835846	0-143,152-1486
S_ID002_T2_k141_2023	3491	NZ_OU015947.1	Lactobacillales	Transformer	0.9327226281166076	0-3490
S_ID002_T2_k141_2130	1092	NZ_OU015948.1	Lactobacillales	Transformer	0.3301751017570495	0-1094
S_ID002_T2_k141_2134	8348	NZ_CP025426.1	Lactobacillales	Transformer	0.9998087286949158	2536-8201
S_ID002_T2_k141_2156	2922	NZ_CP046076.1	Lactobacillales	Transformer	0.9995872378349304	0-2193,2281-2921
S_ID002_T2_k141_2164	3908	NZ_CP040742.1	Lactobacillales	Transformer	0.9999167919158936	
S_ID002_T2_k141_2169	1637	NZ_CP064407.1	Lactobacillales	Transformer	0.9990288019180298	112-150,1538-1686
S_ID002_T2_k141_2212	4288	NC_010291.1	Lactobacillales	Transformer	0.9998462200164796	
S_ID002_T2_k141_2213	3274	NZ_LR135441.1	Lactobacillales	Transformer	0.9998774528503418	
S_ID002_T2_k141_2215	2330	NZ_LR135253.1	Lactobacillales	Transformer	0.9985376596450806	
S_ID002_T2_k141_33	1328	NZ_CP069428.1	Lactobacillales	BLASTn	nan	118-1307
S_ID002_T2_k141_702	1644	NZ_CP069428.1	Lactobacillales	BLASTn	nan	0-1640
S_ID002_T2_k141_1210	1324	CP052974.1	Bacillales	Transformer	0.7148311734199524	0-1323
S_ID002_T2_k141_1846	1378	NZ_CP077712.1	Bacillales	Transformer	0.9570852518081664	1231-1375
contig	length	reference	order	evidence	score	amb_region
S_ID002_T3_k141_24	1317	NZ_CP068911.1	Enterobacterales	Transformer	0.9996756315231324	57-1249
S_ID002_T3_k141_39	6596	CP071168.1	Enterobacterales	Transformer	0.9997531771659852	0-3300,3311-4386,6148-6595
S_ID002_T3_k141_95	10607	CP071168.1	Enterobacterales	Transformer	0.9997065663337708	2619-3018
S_ID002_T3_k141_105	3645	CP071169.1	Enterobacterales	Transformer	0.999761164188385	7-144,3594-3604,3609-3729
S_ID002_T3_k141_121	3518	CP071168.1	Enterobacterales	Transformer	0.9996691942214966	
S_ID002_T3_k141_211	145873	NZ_CP079608.1	Enterobacterales	Transformer	0.9937671422958374	74517-94889,95262-96061,96286-130846,130888-145784
S_ID002_T3_k141_225	1243	CP071170.1	Enterobacterales	Transformer	0.99564528465271	0-257
S_ID002_T3_k141_300	7217	NZ_CP022441.1	Enterobacterales	Transformer	0.9986975193023682	
S_ID002_T3_k141_393	5198	NZ_CP063877.1	Enterobacterales	Transformer	0.9995972514152528	0-158,3477-4718,4966-5197
S_ID002_T3_k141_399	8835	CP071170.1	Enterobacterales	Transformer	0.999664068222046	0-146,2746-3379,3492-3681,8317-8320,8326-8814,8819-8839
S_ID002_T3_k141_405	1830	NZ_CP075882.1	Enterobacterales	Transformer	0.9995167255401612	0-285,417-1217,1688-1829
S_ID002_T3_k141_549	26340	NZ_MK433207.1	Enterobacterales	Transformer	0.2111114710569381	0-25785
S_ID002_T3_k141_628	140977	NZ_CP032166.1	Enterobacterales	Transformer	0.6263459920883179	111704-120251
S_ID002_T3_k141_633	16838	CP071170.1	Enterobacterales	Transformer	0.9996896982192992	0-144,589-1216,1591-15067,16431-16837
S_ID002_T3_k141_682	3231	NZ_CP071396.1	Enterobacterales	Transformer	0.9994770884513856	3086-3230
S_ID002_T3_k141_688	10143	CP071168.1	Enterobacterales	Transformer	0.9995133876800536	0-143
S_ID002_T3_k141_745	5754	NZ_CP079144.1	Enterobacterales	Transformer	0.957800567150116	
S_ID002_T3_k141_753	13248	NZ_CP071064.1	Enterobacterales	Transformer	0.948525846004486	6952-7182,8004-11483
S_ID002_T3_k141_794	24926	NZ_CP075882.1	Enterobacterales	Transformer	0.9994851350784302	0-150,1832-24636,24754-24925
S_ID002_T3_k141_811	4057	NZ_CP063877.1	Enterobacterales	Transformer	0.9997281432151794	0-146,3899-4056
S_ID002_T3_k141_847	3805	NZ_CP072963.1	Enterobacterales	Transformer	0.9980212450027466	0-3804
S_ID002_T3_k141_945	2819	NZ_CP063877.1	Enterobacterales	Transformer	0.9998277425765992	0-2677
S_ID002_T3_k141_988	168159	NZ_CP079601.1	Enterobacterales	Transformer	0.8344636559486389	0-40741
S_ID002_T3_k141_990	120797	CP052389.1	Enterobacterales	Transformer	0.8033692836761475	35152-66813,66963-73552
S_ID002_T3_k141_1018	7010	NZ_CP075882.1	Enterobacterales	Transformer	0.9989901185035706	0-198,6855-7009
S_ID002_T3_k141_1019	26799	NZ_CP051492.1	Enterobacterales	Transformer	0.9998632669448853	5580-6119
S_ID002_T3_k141_1059	29919	CP071168.1	Enterobacterales	Transformer	0.9998051524162292	0-150,259-1197,29672-29918
S_ID002_T3_k141_1101	55713	NZ_CP079166.1	Enterobacterales	Transformer	0.9841814041137696	9486-55580
S_ID002_T3_k141_1110	1903	NZ_CP068446.1	Enterobacterales	Transformer	0.027992445975542	0-1902
S_ID002_T3_k141_1114	1037	NZ_LN868946.1	Enterobacterales	Transformer	0.0018742069369181	0-1036
S_ID002_T3_k141_1151	12160	CP071170.1	Enterobacterales	Transformer	0.9997695088386536	0-2198,2292-2791,3673-7048,8180-9847,12012-12159
S_ID002_T3_k141_1382	1708	NZ_CP077783.1	Enterobacterales	Transformer	0.9963185787200928	140-1707
S_ID002_T3_k141_1384	28890	CP071170.1	Enterobacterales	Transformer	0.9998024106025696	197-19964
S_ID002_T3_k141_1425	34318	NZ_KY435936.1	Enterobacterales	Transformer	0.9998722076416016	5188-5342
S_ID002_T3_k141_1428	2372	NZ_CP075882.1	Enterobacterales	Transformer	0.9994309544563292	0-2100
S_ID002_T3_k141_1572	12915	CP071170.1	Enterobacterales	Transformer	0.9989885687828064	0-144,1701-5086,5395-7021,9137-12914
S_ID002_T3_k141_1587	2342	NZ_CP075882.1	Enterobacterales	Transformer	0.9992424249649048	306-641,2108-2110,2117-2439
S_ID002_T3_k141_1677	9588	NZ_CP063877.1	Enterobacterales	Transformer	0.9996426105499268	0-435,560-2862,3229-8994,9444-9587
S_ID002_T3_k141_1683	2940	NZ_CP075882.1	Enterobacterales	Transformer	0.9968329071998596	2651-2798
S_ID002_T3_k141_1698	188276	CP052389.1	Enterobacterales	Transformer	0.849689245223999	72509-136791
S_ID002_T3_k141_1744	1160	NZ_MH909329.1	Enterobacterales	Transformer	0.9969494938850404	705-1159
S_ID002_T3_k141_1838	6397	CP071168.1	Enterobacterales	Transformer	0.9997673630714417	1841-2170,3256-3762,6256-6396
S_ID002_T3_k141_315	1309	CP008701.1	Enterobacterales	BLASTn	nan	2-1308
S_ID002_T3_k141_368	1208	NZ_AP022413.1	Enterobacterales	BLASTn	nan	0-1207
S_ID002_T3_k141_649	1239	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1238
S_ID002_T3_k141_797	1436	NZ_CP075882.1	Enterobacterales	BLASTn	nan	0-1274,1289-1435
S_ID002_T3_k141_854	1203	NZ_CP075882.1	Enterobacterales	BLASTn	nan	0-1202
S_ID002_T3_k141_906	1374	NZ_CP027047.1	Enterobacterales	BLASTn	nan	0-1373
S_ID002_T3_k141_1303	1333	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1332
S_ID002_T3_k141_1399	1139	NZ_CP071396.1	Enterobacterales	BLASTn	nan	0-1138
S_ID002_T3_k141_36	1539	NZ_OU015947.1	Lactobacillales	Transformer	0.9986270666122437	3-1538
S_ID002_T3_k141_41	1700	NZ_CP064407.1	Lactobacillales	Transformer	0.9984458088874816	0-212,1555-1699
S_ID002_T3_k141_45	3847	NZ_CP078163.1	Lactobacillales	Transformer	0.1059328392148017	0-3846
S_ID002_T3_k141_83	2267	NZ_OU015947.1	Lactobacillales	Transformer	0.9959220886230468	0-2266
S_ID002_T3_k141_84	1206	NZ_OU015947.1	Lactobacillales	Transformer	0.9524496793746948	0-663
S_ID002_T3_k141_117	3305	NZ_CP065774.1	Lactobacillales	Transformer	0.1795445084571838	0-3171
S_ID002_T3_k141_129	1795	NZ_OU015947.1	Lactobacillales	Transformer	0.3455624878406524	2-1794
S_ID002_T3_k141_133	7453	NZ_LR135175.1	Lactobacillales	Transformer	0.9999239444732666	
S_ID002_T3_k141_141	1466	NZ_CP071959.1	Lactobacillales	Transformer	0.9004177451133728	0-1465
S_ID002_T3_k141_155	1959	NZ_CP040742.1	Lactobacillales	Transformer	0.9998155236244202	
S_ID002_T3_k141_163	14089	NZ_LR135294.1	Lactobacillales	Transformer	0.9996780157089232	0-1669
S_ID002_T3_k141_167	1301	LR962798.1	Lactobacillales	Transformer	0.8621881604194641	0-1300
S_ID002_T3_k141_205	2640	NZ_CP046076.1	Lactobacillales	Transformer	0.9997897744178772	2184-2385
S_ID002_T3_k141_299	1801	NZ_MT022086.1	Lactobacillales	Transformer	0.9892767667770386	0-140,1274-1661
S_ID002_T3_k141_320	1518	NZ_CP014530.1	Lactobacillales	Transformer	0.8600318431854248	0-1517
S_ID002_T3_k141_326	4700	NZ_CP071959.1	Lactobacillales	Transformer	0.9978502988815308	0-3636,3646-4699
S_ID002_T3_k141_357	3418	NZ_CP041272.1	Lactobacillales	Transformer	0.9999237060546876	
S_ID002_T3_k141_366	8592	NZ_CP066025.1	Lactobacillales	Transformer	0.7852606177330017	2332-6126
S_ID002_T3_k141_371	1939	CP019971.1	Lactobacillales	Transformer	0.999805510044098	1855-1938
S_ID002_T3_k141_376	5715	NZ_CP046076.1	Lactobacillales	Transformer	0.9995238780975342	0-150,3019-5730
S_ID002_T3_k141_381	4969	NZ_LR135484.1	Lactobacillales	Transformer	0.9961277842521667	0-151,796-4420
S_ID002_T3_k141_387	1845	NZ_LR135221.1	Lactobacillales	Transformer	0.9986627101898192	672-677,1696-1699,1704-1791,1795-1983
